HPO_ID,Sentence,Ancestor,Rank,Remarks
HP:0410324,Hypersensitivity in form of an adverse immune reaction against dust mites.,HP:0002715,2,Definition
HP:0032939,Marked physiological reactions to internal or external cues that symbolize or resemble an aspect of the traumatic event(s).,HP:0000707,2,Synonym
HP:0003319,Any abnormality of the cervical vertebral column.,HP:0000924,8,Synonym
HP:0410320,Hypersensitivity in form of an adverse immune reaction against animal proteins.,HP:0002715,2,Synonym
HP:0012859,A white patch or plaque occurring on the surface of the esophageal mucous membranes that cannot be rubbed off and cannot be characterized clinically as any other disease.,HP:0025031,1,Definition
HP:0001711,Any structural abnormality of the left ventricle of the heart.,HP:0001626,0,Synonym
HP:0010522,A learning disorder characterized primarily by difficulties in learning to read and spell. Dyslectic children also exhibit a tendency to read words from right to left and to confuse letters such as b and d whose orientation is important for their identification. Children with dyslexia appear to be impaired in phonemic skills (the ability to associate visual symbols with the sounds they represent).,HP:0000707,3,Synonym
HP:0012381,A delay in the development of skills required to feed oneself in the toddler period (between one and three years of age).,HP:0025031,4,Definition
HP:0200028,"A diffuse, non-pitting edema and thickening of the skin usually on the anterior aspect of the lower legs spreading to the dorsum of the feet.",HP:0001574,6,Definition
HP:0004972,An abnormal increase in the average blood pressure in an individual during a single cardiac cycle.,HP:0001626,0,Synonym
HP:0002561,"Congenital failure to develop, and absence of, the nipple.",HP:0000769,1,Definition
HP:0005222,The presence of multiple diverticula of the intestine.,HP:0025031,2,Definition
HP:0031432,Repeated and inappropriate mechanical repetition of actions.,HP:0000707,7,Synonym
HP:0010735,Fibrous dysplasia of the bones were lesions are localized in many bones throughout of the body. Polyostotic fibrous dysplasia is a cardinal feature of McCune-Albright syndrome.,HP:0000924,2,Synonym
HP:0012645,Increase in size of a peripheral nerve. This finding can be appreciated by palpation along the axis of the nerve.,HP:0000707,5,Synonym
HP:0020211,A seizure precipitated by movement or a change in posture.,HP:0000707,3,Synonym
HP:0031709,A tendency to tilt the head towards the right shoulder to compensate for a limitation of eye movement.,HP:0000478,1,Definition
HP:0004338,Any deviation from the normal concentration of a aromatic amino acid in the blood circulation.,HP:0001939,5,Definition
HP:0003787,Multiple small zones of sarcomeric disorganization and lack of oxidative activity (known as minicores) in type 1 and type 2 muscle fibers.,HP:0003011,1,Synonym
HP:0031003,Simulataneous inflammation of multiple nerves.,HP:0000707,3,Synonym
HP:0009912,An abnormality of the tragus.,HP:0000598,4,Synonym
HP:0020101,Fungal infection characterized by invasion of host tissues.,HP:0002715,3,Synonym
HP:0100506,A reduced concentration of vitamin B8.,HP:0001939,5,Definition
HP:0032867,"Refractory status epilepticus is defined as status epilepticus continuing despite two appropriately selected and dosed antiepileptic drugs, including a benzodiazepine.",HP:0000707,2,Synonym
HP:0031803,Bleeding within the fundus of the eye.,HP:0000478,0,Synonym
HP:0012265,A deviation from the normally well coordinated pattern of intracellular and intercellular synchrony of motile cilia. Dyskinetic cilia usually beat out of synchrony relative to neighboring cilia.,HP:0002086,7,Definition
HP:0032355,"A reduction in the maximum expiratory flow per minute, which can be used to measure how fast a subject can exhale as well as to judge the strength of the expiratory muscles and the condition of the large airways.",HP:0002086,0,Synonym
HP:0032112,"An abnormality in perception of contrast as measured by the Pelli-Robson contrast sensitivity chart, which is a large wall-mounted chart, with letters of a fixed size (comprising spatial frequencies appropriate for estimating peak contrast sensitivity) that decrease in contrast.",HP:0000478,1,Synonym
HP:0010962,A kind of bronchopulmonary sequestration that is completely discrete from the normal lung and is surrounded by separate pleura.,HP:0002086,2,Synonym
HP:0025074,"An anomaly of the complex formed by the Q, R, and S waves, which occur in rapid succession on the electrocardiogram.",HP:0001626,0,Synonym
HP:0004879,Episodic hyperventilation.,HP:0002086,3,Definition
HP:0032067,"An abnormal increase in the concentration of bicarbonate, HCO3[-], in the circulation.",HP:0001939,2,Definition
HP:0001905,Thrombocytopenia with congenital onset.,HP:0001871,5,Synonym
HP:0002910,Elevations of the levels of SGOT and SGPT in the serum. SGOT (serum glutamic oxaloacetic transaminase) and SGPT (serum glutamic pyruvic transaminase) are transaminases primarily found in the liver and heart and are released into the bloodstream as the result of liver or heart damage. SGOT and SGPT are used clinically mainly as markers of liver damage.,HP:0025031,7,Definition
HP:0010521,Gait apraxia affecting the ability to make walking movements with the legs.,HP:0000707,2,Synonym
HP:0004852,Decreased alkaline phosphatase measured within leukocytes.,HP:0001939,6,Synonym
HP:0003403,A compound muscle action potential (CMAP) is a type of electromyography (EMG). CMAP refers to a group of almost simultaneous action potentials from several muscle fibers in the same area evoked by stimulation of the supplying motor nerve and are recorded as one multipeaked summated action potential. This abnormality refers to a greater than normal decrease in the amplitude during the course of the investigation.,HP:0003011,0,Synonym
HP:0000274,A face that is short (HP:0011219) and narrow (HP:0000275).,HP:0000152,11,Synonym
HP:0012270,A decreased amount of glycogen in muscle tissue.,HP:0003011,3,Synonym
HP:0025177,"Thickening of the peribronchovascular interstitium, a connective tissue sheath that surrounds the central bronchi and pulmonary arteries. The peribronchovascular interstitium extends from the level of the pulmonary hila into the peripheral lung. This feature may be ascertained on high-resolution computer tomography.",HP:0002086,2,Synonym
HP:0008198,Deficiency of parathyroid hormone with congenital onset.,HP:0000818,1,Definition
HP:0005237,The presence of degenerative changes of the liver.,HP:0025031,5,Definition
HP:0008200,"A type of hyperparathyroidism caused by a primary abnormality of the parathyroid glands (e.g., adenoma, carcinoma, hyperplasia). Primary hyperparathyroidism is associated with hyercalcemia.",HP:0000818,0,Definition
HP:0001370,"Inflammatory changes in the synovial membranes and articular structures with widespread fibrinoid degeneration of the collagen fibers in mesenchymal tissues, as well as atrophy and rarefaction of bony structures.",HP:0000924,14,Synonym
HP:0032588,"Inability to perform purposeful (learned) movements with the hand upon command, even though the command is understood and there is a willingness to perform the movement. Hand apraxia includes the inability to grasp, pick up, and hold large and small objects.",HP:0000707,1,Synonym
