HPO_ID,Sentence,Ancestor,Rank,Remarks
HP:0003762,A malformation of the uterus in which the uterus is present as a paired organ as a result of the failure of fusion of the mullerian ducts during embryogenesis.,HP:0000119,2,Synonym
HP:0002868,Decreased width of the wing (or ala) of the ilium (which is the large expanded portion which bounds the greater pelvis laterally).,HP:0000924,7,Synonym
HP:0031713,A form of divergent strabismus (exotropia) in which the eye turns outward at all distances and at all times.,HP:0000478,0,Definition
HP:0001137,Esotropia in which either eye may be used for fixation.,HP:0000478,0,Definition
HP:0006571,The presence of reduced numbers of intrahepatic bile duct than normal.,HP:0025031,6,Definition
HP:0032710,A focal cognitive seizure with receptive dysphasia / aphasia characterized by retained awareness throughout the seizure.,HP:0000707,3,Synonym
HP:0031136,"A reduced amount of the enzyme acrosin in the sperm head acrosome. The acrosome is an organelle in the anterior half of the head of spermatozoa, and acrosin is a protease that contributes to the digestation of the zona pellucida in the fertilization process.",HP:0000119,5,Synonym
HP:0000136,The presence of a bifid uterus.,HP:0000119,3,Synonym
HP:0032923,A type of focal automatism seizure in which awareness is partially or fully impaired at some point during the seizure and is characterized by the production of single or repetitive meaningless vocal sounds such as shrieks or grunts at onset.,HP:0000707,1,Synonym
HP:0002599,A head tremor of moderate speed (3 to 4 Hz) in the anterior-posterior direction.,HP:0000707,5,Synonym
HP:0030001,A condition in which the eyelids do not close to cover the eye completely.,HP:0000152,14,Synonym
HP:0032798,A focal cognitive seizure with neglect characterized by impairment of awareness at some point during the seizure.,HP:0000707,3,Synonym
HP:0031560,An abnormal communication between coronary artery and a cardiac chamber.,HP:0001626,0,Synonym
HP:0430011,An abnormality of the palpebral conjunctiva.,HP:0000152,13,Synonym
HP:0004757,Episodes of atrial fibrillation that typically last for several hours up to one day and terminate spontaneously.,HP:0001626,0,Synonym
HP:0025522,Abnormal increased in length of the chordae tendinae of the mitral valve.,HP:0001626,0,Synonym
HP:0032419,Any deviation from the normal concentration of the HDL2a subfraction in the blood circulation. An HDL2A particle is defined as an HDL particle with a size of 8.80-9.69 nm.,HP:0001939,4,Definition
HP:0025448,Abnormally anterior location of the papillary muscles of the left ventricle.,HP:0001626,1,Synonym
HP:0430007,A partial or complete adhesion of the palpebral conjunctiva of the eyelid to the bulbar conjunctiva of the eyeball.,HP:0000152,12,Synonym
HP:0032761,A focal autonomic seizure with pallor / flushing characterized by retained awareness throughout the seizure.,HP:0000707,1,Synonym
HP:0008672,The presence of calcium- and oxalate-containing calculi (stones) in the kidneys.,HP:0000119,0,Synonym
HP:0012858,Decreased number or density of the folded ridges (wrinkles) of skin of the scrotum.,HP:0000119,4,Synonym
HP:0000907,"Wide, concave anterior rib end.",HP:0000924,6,Synonym
HP:0007793,Mottled (spotted or blotched with different shades) pigmentary abnormality of the macula lutea.,HP:0000478,2,Definition
HP:0031055,"A deviance from the norm of the origin or course of the right brachiocephalic artery, the left common carotid artery, the left subclavian artery or the proximal vertebral arteries, whereby the aortic arch descends on the left as normal (as opposed to right aortic arch).",HP:0001626,0,Synonym
HP:0032589,Infiltration of the renal tubular epithelium by lymphocytes.,HP:0000119,7,Synonym
HP:0011625,A type of muscular ventricular septal defect characterized by the presence of multiple small defects in the ventricular septum.,HP:0001626,3,Synonym
HP:0006608,Underdevelopment of the middle portion of the clavicle.,HP:0000924,7,Synonym
HP:0010294,A fistula which connects the oral cavity and the pharyngeal area via the aspects of the soft palate.,HP:0000152,5,Synonym
HP:0012512,A pale yellow discoloration of the entire optic disc.,HP:0000478,0,Synonym
HP:0032081,A type of mucoid extracellular matrix accumulation in which the increase in mucoid extracellular matrix does not significantly alter the arrangement of the lamellar units.,HP:0001626,12,Synonym
HP:0011589,The left common carotid artery has a common origin with the innominate artery.,HP:0001626,0,Synonym
HP:0011963,"Absence of any measurable level of sperm in his semen, due to a hypothalamic or pituitary abnormality diagnosed with hypo-gonadotropic-hypogonadism. The diagnosis is made on the basis of low LH and FSH levels and low or normal testosterone levels.",HP:0000119,6,Synonym
HP:0005181,Reduction of the diameter of the coronary arteries as the result of an accumulation of atheromatous plaques within the walls of the coronary arteries before age of 45.,HP:0001626,0,Synonym
HP:0004606,A lack of ossification of the vertebral bodies.,HP:0000924,3,Synonym
HP:0005605,Large hypermelanotic macules with jagged borders.,HP:0001574,19,Definition
HP:0011151,Atypical absence status epilepticus is a type of generalized non-convulsive status epilepticus without coma that is semiologically a prolonged atypical absence seizure.,HP:0000707,0,Synonym
HP:0011670,A persistent left superior vena cava (PLSVC) that drains into the right atrium via the coronary sinus. This is the case in 80-92% of cases of PLSVC and results in no hemodynamic consequence.,HP:0001626,0,Synonym
HP:0004605,A lack of bone mineralization of the vertebral bodies.,HP:0000924,2,Synonym
HP:0005104,Underdevelopment of the nasal septum.,HP:0000152,12,Synonym
HP:0032799,A focal hemiclonic seizure in which awareness is impaired at some point during the seizure.,HP:0000707,3,Synonym
HP:0003316,"In the orthopedic and radiological literature, sagittally cleft vertebra is generally known as a butterfly vertebra.",HP:0000924,3,Synonym
HP:0012003,Affective auras with subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context.,HP:0000707,6,Synonym
HP:0000233,"Height of the vermilion of the medial part of the lip more than 2 SD below the mean, or apparently reduced height of the vermilion of the lip in the frontal view. The vermilion is the red part of the lips (and confusingly, the vermilion itself is also often referred to as being equivalent the lips).",HP:0000152,6,Synonym
HP:0032750,Focal emotional seizure with laughing in which awareness is partially or fully impaired at some point during the seizure.,HP:0000707,3,Synonym
HP:0008468,An abnormality related to a defect of vertebral separation of sacral vertebrae during development.,HP:0000924,3,Synonym
HP:0031645,An eccentric abnormal localized widening (dilatation) of the abdominal aorta that involves only a portion of the circumference of the vessel wall.,HP:0001626,0,Synonym
HP:0000059,Undergrowth of the outer labia.,HP:0000119,7,Definition
HP:0002869,"Widening of the ilium ala, that is of the wing of the ilium, combined with external rotation, leading to a flared appearance of the iliac wing.",HP:0000924,11,Synonym
HP:0032804,A focal sensory seizure with olfaction in which awareness is partially or fully impaired at some point during the seizure.,HP:0000707,3,Synonym
HP:0500065,High risk patients who were in Zone 1 (no Plus or stage 3) or Zone 2 with Plus or stage 3 but not both.,HP:0000478,9,Synonym
HP:0032796,A focal cognitive seizure with left-right confusion characterized by impairment of awareness at some point during the seizure.,HP:0000707,3,Synonym
HP:0032800,"A seizure characterized by symptoms of dizziness, spinning, vertigo or sense of rotation.",HP:0000707,8,Synonym
HP:0007021,Inability to perceive painful stimuli.,HP:0000707,5,Synonym
HP:0000138,The presence of one or more cysts of the ovary.,HP:0000119,3,Synonym
HP:0031680,"Type II atherosclerotic lesions include the fatty streak lesion, the first grossly visible lesion, and are characterized by layers of macrophage foam cells and lipid droplets within intimal smooth muscle cells and minimal coarse-grained particles and heterogeneous droplets of extracellular lipid.",HP:0001626,0,Synonym
HP:0002866,Underdevelopment of the ilium ala.,HP:0000924,7,Synonym
HP:0000189,Width of the palate more than 2 SD below the mean (objective) or apparently decreased palatal width (subjective).,HP:0000152,5,Synonym
HP:0012741,Absence of a testis from the scrotum on one side owing to failure of the testis or testes to descend through the inguinal canal to the scrotum.,HP:0000119,0,Synonym
HP:0025449,"Abnormal location of the insertion of the anterolateral papillary muscle near to the apex of the left ventricle. This feature may be appreciated by noting that this muscle is usually not seen in the apical level of the parasternal short-axis echocardiographic view,",HP:0001626,0,Synonym
HP:0010693,A kind of congenital cataract that is characterized by a hollow sphere of punctate opacities involving the fetal nucleus and that usually occurs bilaterally.,HP:0000478,1,Definition
HP:0030282,Radiolucent focal defect of the posterior portion of a rib shaft. The 'gaps' may lead to flail chest.,HP:0000924,18,Synonym
HP:0030712,Adhesions or scar tissue that form inside the cavity of the uterus.,HP:0000119,4,Synonym
HP:0004959,An abnormal localized widening (dilatation) of the descending thoracic aorta.,HP:0001626,0,Synonym
HP:0006555,A diffuse form of hepatic steatosis.,HP:0025031,7,Definition
HP:0011940,An abnormality of the shape of the thoracic vertebra T12 such that it is wedge-shaped (narrow towards the front).,HP:0000924,6,Synonym
HP:0500070,"A conjuctival lesion composed of adipose tissue and dense connective tissue. Such choristomas of dermal elements are normally found at the outer canthus, and have a gelatinous appearance. Classically, there is an indistinct posterior border (with the lesion frequently extending into the orbit) and a well-demarcated anterior border several millimetres posterior to the limbus.",HP:0000152,9,Synonym
HP:0011669,"A persistent left superior vena cava (PLSVC) that drains into the left atrium instead of the right atrium via the coronary sinus, resulting in a right to left sided shunt.",HP:0001626,0,Synonym
HP:0030913,Marked rugae formation of the skin of the labia majora.,HP:0000119,10,Synonym
