HPO_ID,Sentence,Ancestor,Rank,Remarks
HP:0011219,Facial height (length) is more than two standard deviations below the mean (objective); or an apparent decrease in the height (length) of the face (subjective).,HP:0000152,5,Synonym
HP:0011998,An increased concentration of glucose in the blood following a meal.,HP:0001939,0,Synonym
HP:0000368,Ears that are low-set (HP:0000369) and posteriorly rotated (HP:0000358).,HP:0000598,1,Synonym
HP:0011562,Anomalous insertion of the chordae tendinae or papillary muscles into the contralateral ventricle in the presence of a ventricular septum defect.,HP:0001626,1,Synonym
HP:0410278,A fluid-filled sacs that develop on or near the pituitary gland.,HP:0000707,12,Synonym
HP:0031775,An ocular deviation caused by a palsy to one or more of the extraocular muscles or nerves supplying them.,HP:0000478,0,Definition
HP:0011484,Adhesions between the iris and the lens.,HP:0000478,0,Synonym
HP:0011141,A type of cataract (opacification of the lens) that forms during the course of aging.,HP:0000478,0,Synonym
HP:0012775,A lacy pattern or iris pigmentation that resembles the spokes of a bicycle wheel.,HP:0000478,2,Synonym
HP:0032667,A type of motor status epilepticus with repeating bilateral sudden brief (less than 100 ms) involuntary single or multiple contraction of muscles or muscle groups of variable topography.,HP:0000707,0,Synonym
HP:0000426,Anterior positioning of the nasal root in comparison to the usual positioning for age.,HP:0000152,2,Synonym
HP:0009909,"An abnormal orientation of the earlobes such that they point out- and upward. That is, the lateral surface of ear lobe faces superiorly.",HP:0000598,0,Synonym
HP:0011914,"Excessive, increased hair growth located in the thoracic region.",HP:0001574,12,Definition
HP:0011632,A congenital anomaly with lack of part of the pericardium on the righthand side of the heart.,HP:0001626,2,Synonym
HP:0001657,Increased time between the start of the Q wave and the end of the T wave as measured by the electrocardiogram (EKG).,HP:0001626,0,Synonym
HP:0025248,"A cutaneous cyst that is small (one or two millimeters in diameter) and painless, presenting as a follicular papule that usually is skin colored but may have a reddish or brownish tinge.",HP:0001574,7,Definition
HP:0012671,"Poverty of behavior and speech output, lack of initiative, loss of emotional responses, psychomotor slowing, and prolonged speech latency.",HP:0000707,4,Synonym
HP:0007443,"Absence of melanin pigment in various areas, which is found at birth and is permanent. The lesions are known as leucoderma and are often found on the face, trunk, or limbs.",HP:0001574,10,Definition
HP:3000021,An abnormality of a buccal fat pad.,HP:0000152,15,Synonym
HP:0002246,"An abnormality of the duodenum, i.e., the first section of the small intestine.",HP:0025031,1,Definition
HP:0031370,A hole (perforation) in the wall of the small intestine.,HP:0025031,4,Definition
HP:0001648,Right-sided heart failure resulting from chronic hypertension in the pulmonary arteries and right ventricle.,HP:0001626,0,Synonym
HP:0031656,"Systolic anterior motion of the mitral valve (SAM) is a paradoxical motion of the anterior, and occasionally posterior, mitral valve leaflet towards the left ventricular outflow tract (LVOT) during systole.",HP:0001626,0,Synonym
HP:0007885,An abnormally slow velocity of horizontal saccadic eye movements.,HP:0000478,2,Definition
HP:0010831,A loss or impairment of the sensation of the relative position of parts of the body and joint position.,HP:0000707,6,Synonym
HP:0011604,A congenital anomaly with an abnormal connection between the aorta and the main pulmonary artery resulting in an aortopulmonary shunt.,HP:0001626,2,Synonym
HP:0025390,"On pulmonary high-resolution computed tomography, reticular pattern is characterised by innumerable interlacing shadows suggesting a mesh.",HP:0002086,3,Synonym
HP:0030015,"The persistent of recurrent difficulty, delay in, or absence of attaining orgasm following sufficient sexual stimulation and arousal.",HP:0000119,0,Synonym
HP:0030225,Immunohistochemistry shows accumulation of desmin protein in the muscle biopsy.,HP:0003011,2,Synonym
HP:0012659,Reduced uptake of [18F]-fluorodeoxyglucose (FDG) in the prefrontal cortex as measured by positron emission tomography (PET) brain scan.,HP:0000707,7,Synonym
HP:0000391,Increased thickness of the helix of the ear.,HP:0000598,0,Synonym
HP:0004755,Supraventricular tachycardia (SVT) is an abnormally increased heart rate (over 100 beats per minute at rest) with origin above the level of the ventricles.,HP:0001626,0,Synonym
HP:0025455,CSF 5-HIAA (5-hydroxyindolacetic acid) level is below the lower limit of normal.,HP:0000707,10,Synonym
HP:0031694,An unusually severe adenovirus infection.,HP:0002715,7,Definition
HP:0008777,An abnormality of the vocal cord.,HP:0002086,2,Definition
HP:0011631,No pericardium is present on the righthand side of the heart. It is a congenital absence of pericardium rather than the result of a pericardectomy.,HP:0001626,2,Synonym
HP:0020119,A structural abnormality of the retinal nerve fiber layer,HP:0000478,1,Definition
HP:0030094,"A reduced amount of laminin beta 1 in muscle fiber tissue. Laminin 2 is a major component of the basal lamina of skeletal muscle cells. It is a heterotrimer composed of 3 chains: merosin (laminin alpha 2 chain), beta 1, and gamma 1.",HP:0003011,1,Synonym
HP:0031328,A type of myocardial fibrosis characterized by excessive diffuse collagen accumulation concentrated in perivascular spaces.,HP:0001626,0,Synonym
HP:0011627,"Aorto-ventricular tunnel is a congenital, extracardiac channel which connects the ascending aorta above the sinutubular junction to the cavity of the left, or (less commonly) right ventricle.",HP:0001626,0,Synonym
HP:0012707,An increase in the level of lactate in the brain identified by magnetic resonance spectroscopy (MRS).,HP:0000707,4,Synonym
HP:0010544,Vertical nystagmus may present with either up-beating or down-beating eye movements or both. When present in the straight-ahead position of gaze it is referred to as upbeat nystagmus or downbeat nystagmus.,HP:0000478,0,Synonym
HP:0001680,Coarctation of the aorta is a narrowing or constriction of a segment of the aorta.,HP:0001626,0,Synonym
HP:0011735,Adrenal insufficiency secondary to a defect in ACTH production.,HP:0000818,0,Definition
HP:0012672,Akinetic mutism is essentially characterized by a total absence of spontaneous behavior and speech occurring in the presence of preserved visual tracking.,HP:0000707,5,Synonym
HP:0002234,Loss of scalp hair at an earlier than normal age.,HP:0001574,20,Definition
HP:0012466,"Longstanding impairment in ventilation such that the partial pressure of carbon dioxide (PaCO2) is elevated above the upper limit of the reference range (more than 45 mm Hg), with a normal or near-normal pH secondary to renal compensation and an elevated serum bicarbonate levels (more than30 mEq/L).",HP:0001939,2,Definition
HP:0002867,"An abnormality of the ilium, the largest and uppermost bone of the pelvis.",HP:0000924,5,Synonym
HP:0010893,Any deviation from the normal concentration of phenylalanine in the blood circulation.,HP:0001939,4,Definition
HP:0033027,A pebbly orange appearance of the fundus that is said to resemble the skin of an orange.,HP:0000478,3,Synonym
HP:0010585,Reduction in the size or volume of epiphyses.,HP:0000924,4,Synonym
HP:0010832,"Pain is an unpleasant sensation that can range from mild, localized discomfort to agony, whereby the physical part of pain results from nerve stimulation and is often accompanied by an emotional component. This term groups abnormalities in pain sensation presumed to result from abnormalities related to the specific nerve fibers that carry the pain impulses to the brain.",HP:0000707,3,Synonym
HP:0030709,"Myelocystocele is characterized by a large, ependyma-lined, cystic dilation of the caudal end of the central canal of the spinal cord; it projects dorsally through a lamina defect, with overlying varying amounts of lipomatous subcutaneous tissue. Myelocystoceles are associated with a tethered cord and meningocele, which communicates with the spinal subarachnoid space, but not with the central canal cyst.",HP:0000707,1,Synonym
HP:0011995,"A bulging of the interatrial septum towards one side. In adults, atrial septal aneurysm can be defined as a protrusion of the aneurysm of >10 mm beyond the plane of the atrial septum as measured by transesophageal echocardiography.",HP:0001626,0,Synonym
HP:0006934,Nystagmus dating from or present at birth.,HP:0000478,3,Synonym
HP:0000905,Progressive bone resorption in the distal part of the clavicle.,HP:0000924,4,Synonym
HP:0025563,"Anterior chamber cells with less than one cell in a 1 mm by 1 mm slit beam field, employing adequate light intensity and magnification on a slit lamp.",HP:0000478,1,Synonym
HP:0001579,Hypercortisolemia associated with a primary defect of the adrenal gland leading to overproduction of cortisol.,HP:0000818,0,Definition
HP:0031905,An abnormally elevated total hemolytic complement activity in the circulation.,HP:0002715,5,Definition
